asin,rv_stars_rating,rv_titre,rv_date,rv_pays,rv_achat,rv_body,rv_utile,rv_lien
B09D8L99FM,"3,0 sur 5 étoiles",Tele tres legere. Le son est mauvais.,5-novembre-2021,France,Achat vérifié,Tele tres legere.mauvais son .l image ca va .,,/gp/customer-reviews/R2CCAY33N1X6MV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Top,7-mai-2021,France,Achat vérifié,"Très bonne télé,  top la qualité est très bien livraison avant la date parfait",,/gp/customer-reviews/R1UCLG5MRQRS7Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",très bon produit,2-octobre-2021,France,Achat vérifié,fonctionne parfaitement avec ma clé hdmi fire tv.,,/gp/customer-reviews/RV629SAK9HG6D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Bon produit - simple a utiliser,12-octobre-2021,France,Achat vérifié,Bon produit - simple a utiliser - belle image,,/gp/customer-reviews/R1G3I0QFFWBSL0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Télévision,21-juin-2021,France,Achat vérifié,Correspondant parfaitement à la description.,,/gp/customer-reviews/R1OD9X1A14NMQJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Bon produit,16-avril-2021,France,Achat vérifié, Bonne qualité facile a installer,Une personne a trouvé cela utile,/gp/customer-reviews/R2FQW7IONT2SWF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"3,0 sur 5 étoiles",Aucune explication,14-mai-2021,France,Achat vérifié,Impossible de récupérer les chaînes par satellite..... et aucune explication pour y arriver ...,Une personne a trouvé cela utile,/gp/customer-reviews/R34WY6X5AQQ9PI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Dommage il faut chercher le mode d'emploi sur internet car rien dans la boîte d'origine.,12-décembre-2021,France,Achat vérifié,Bon produit rapport qualité prix.,Une personne a trouvé cela utile,/gp/customer-reviews/R3L06YTEUSN9O6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Au top,18-mars-2022,France,Achat vérifié,Tres bien,,/gp/customer-reviews/R1FDUGE2AHC8LY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"2,0 sur 5 étoiles",Ça peut aller,24-mai-2021,France,Achat vérifié,Qualité de l’image n’est pas terrible mais bon avec une chrome cast c’est pas mal,,/gp/customer-reviews/R2XZ4QHZK3QMNE/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"2,0 sur 5 étoiles",La télé beug complet,20-décembre-2021,France,Achat vérifié,"J’ai acheté la télévision fin octobre, et elle beug complet, quand j’appuie pour l’éteindre elle s’éteint pas, elle m’a coupé Netflix un plan milieu d’un épisode d’une série, tu lances une appli et d’un coup elle ferme l’appli sans cliquer sur rien",,/gp/customer-reviews/ROYV76ZBN9ITU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"3,0 sur 5 étoiles",Qualité d’image très moyenne et télécommande non réactive,27-décembre-2021,France,Achat vérifié,Privee,Une personne a trouvé cela utile,/gp/customer-reviews/R2C1TSFJT9R5SP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",qualité,3-décembre-2021,France,Achat vérifié,livraison impeccable bon achat,,/gp/customer-reviews/RSPVHP61IAL6G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"3,0 sur 5 étoiles",Tv 61 cm,25-septembre-2021,France,Achat vérifié,Bien reçu rapide mais ALORS ÉTIQUETTE COLLÉ SUR LA TV J OSE PAS L ENLEVER JE NE COMPREND PAS LE FAIT QU'ELLE SOIT COLLÉ SUR LA TV PLUTÔT QUE SUR. LE FILM DE PROTECTION AVEZ VOUS UNE SOLUTION ?,,/gp/customer-reviews/R1WY1KCC3XQNIC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",SUPERBE,24-décembre-2021,France,Achat vérifié,Une dinguerie cette TV,Une personne a trouvé cela utile,/gp/customer-reviews/R1VY7EA8X4UHEJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Je recommande,13-juillet-2021,France,Achat vérifié,Super Rapport qualité prix,,/gp/customer-reviews/R3RON24Q4W5C8P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",bon rapport qualite prix,6-juin-2021,France,Achat vérifié,bonne tv d appoint belle qualité d image son un peu léger mais ce n est pas pour un home cinéma très bon produit,,/gp/customer-reviews/R32H8FYYQ76J6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles",Correspond à la description,4-avril-2022,France,Achat vérifié,"La TV est très jolie , mais alors j'ai eu très peur quand j'ai reçu le colis le carton de la TV été complètement abîmé j'ai presque refuser le colis",,/gp/customer-reviews/R2R7LSORVXCDMH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"1,0 sur 5 étoiles",Arrivé cassé,25-juillet-2021,France,Achat vérifié,Arrivé avec l'écran complètement brisé.,,/gp/customer-reviews/RI02ZP8UFFZ6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Super produit,23-novembre-2021,France,Achat vérifié,Produit de très bonne qualité. Très facile d installation..tt se fait tt seul..image et menu au top,,/gp/customer-reviews/R2IJVMBIRP2U9I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Excellent !!,5-décembre-2020,France,Achat vérifié,"Excellent rapport qualité prix, superbe qualité d'image rien à dire mais juste petit bémol les ports hdmi sont difficiles d'accès impossible de brancher une fire stick sans la rallonge hdmi fourni mais sinon je recommande 😉",Une personne a trouvé cela utile,/gp/customer-reviews/R1QQB94MQE7CDZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Très bien,22-juin-2021,France,Achat vérifié,Rien à redire,,/gp/customer-reviews/R3LZE9PQ8DG4CJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Excellent rapport qualité / prix,12-janvier-2022,France,Achat vérifié,Confirme au descriptif… top !!!,Une personne a trouvé cela utile,/gp/customer-reviews/RY096FZVW5O8H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Article répondant aisément à mes attentes,16-décembre-2021,France,Achat vérifié,"Très belle qualité d'image et de son, très facile à installer par le système Android,  très satisfaite je recommande",Une personne a trouvé cela utile,/gp/customer-reviews/R1I7F0K5SO3ZT4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles","Tout bon, rien à ajouter",9-avril-2021,France,Achat vérifié,Je suis très satisfait du produit,,/gp/customer-reviews/R2XON3KSD5DM50/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"3,0 sur 5 étoiles",Passable vu son prix,16-avril-2021,France,Achat vérifié,"Bas prix, basse qualité d'image",,/gp/customer-reviews/R353RD7WQHQI8Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Bon téléviseur,30-octobre-2021,France,Achat vérifié,"Bon produit, conforme au descriptif. Les couleurs d'image sont belles. Installation basique très facile et rapide. Utilisation dans une cuisine.",,/gp/customer-reviews/R30KQ66TI4SCTZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles",Bon rapport qualité/prix,4-juin-2021,France,Achat vérifié,"Dommage le son est vraiment moche, on va devoir acheter une barre de son....",Une personne a trouvé cela utile,/gp/customer-reviews/R2O556W4HCY4LF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles",Les couleurs sont dures à regler. Pas de mode d'emploi même en téléchargement.,6-novembre-2021,France,Achat vérifié,Les couleurs sont dures à regler. Pas de mode d'emploi même en téléchargement.,Une personne a trouvé cela utile,/gp/customer-reviews/R3M1GYY054X1SP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",PB de Bluetooth.,25-décembre-2021,France,Achat vérifié,,,/gp/customer-reviews/R2H6Z8QTARVQAX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles",Légère et qualité d'image impeccable,25-juillet-2021,France,Achat vérifié,Hyper légère comme télé,,/gp/customer-reviews/R11PGS332ZRNA2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles",Top,4-janvier-2021,France,Achat vérifié,Bon rapport qualité prix !,,/gp/customer-reviews/R1KA0BITMKAQV6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",super,1-janvier-2022,France,Achat vérifié,BONNE TV JE RECOMMANDE,,/gp/customer-reviews/R3GSMP274FXE2Q/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Génial !,9-mai-2021,France,Achat vérifié,"J’ai acheter cette écran pour mon salon en 43” 4K et franchement c’est incroyable une 4K très net pour le prix je ne regrette pas dutout la seul chose qui fait peur au début c’est le menu image, son etcétéra mais au final j’ai une Apple TV et la 4K et vraiment bien.",,/gp/customer-reviews/R30BRVD1M652S5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Tres bonne qualité pour le prix,27-décembre-2020,France,Achat vérifié,Belle image et son,Une personne a trouvé cela utile,/gp/customer-reviews/R2S5BO2BHDAELO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles",Rapport qualité prix ? 🤷🏽‍♂️,24-août-2021,France,Achat vérifié,"Imagine impeccable, la télécommande bloque au moindre objet devant, le son parcontre est vraiment mauvais... 👎🏽",Une personne a trouvé cela utile,/gp/customer-reviews/R3E4J7X4WY8IBO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Monté dans notre vw Popo et top,11-mars-2022,France,Achat vérifié,Impeccable rapport qualité prix,,/gp/customer-reviews/R11ODPL8XM3S8B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"1,0 sur 5 étoiles",Fonctionne pas,31-mai-2021,France,Achat vérifié,Déçu ne fonctionne pas pas de son pas d'image enfin je recommande pas cette article,Une personne a trouvé cela utile,/gp/customer-reviews/R185XFNVYKKVPX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles",petite tele,4-avril-2021,France,Achat vérifié,bonjour écran vraiment trop petit,Une personne a trouvé cela utile,/gp/customer-reviews/R2YYRACYZNI4C7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Très belle image,19-mai-2021,France,Achat vérifié,Livraison ultra rapide.un compliqué à paramétrer. Surtout ne pas oublier de saisir le jour et l'heure sinon.... Pas de chaîne de télé. Après ça va tout seul,,/gp/customer-reviews/R3UYQXJPAJ0TGL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Excellent rapport qualité prix,22-mars-2021,France,Achat vérifié,"Television d'appoint dans une chambre. Très bonne qualité d'image, utilisation et réglages simples",,/gp/customer-reviews/RZBMI6DBVJ23R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Super,20-avril-2022,France,Achat vérifié,Arrivé à l'heure,,/gp/customer-reviews/RQZ2TL9XZ5JZJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"2,0 sur 5 étoiles",Lag,13-mars-2022,France,Achat vérifié,Le son est vraiment de mauvaise qualité. Et la tv lag dès que je regarde un match de foot et que ca va trop vite pour elle. Dommage.,,/gp/customer-reviews/R38LGP45V6B6N0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Superbe,22-mai-2021,France,Achat vérifié,Je recommande,,/gp/customer-reviews/R5VJEL2UMJ5DH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Super,2-avril-2022,France,Achat vérifié,pour le prix superbe télé,Une personne a trouvé cela utile,/gp/customer-reviews/R3GQATJZL8MRVV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles",Aucun mode d'emploi,17-août-2021,France,Achat vérifié,Belle image,,/gp/customer-reviews/R3DAKZUD61FXBM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Télé au top,24-janvier-2022,France,Achat vérifié,"Télé simple à monter, à installer, à utiliser.",,/gp/customer-reviews/R2COXF6CUL1P43/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Super produits et super livreur,11-septembre-2021,France,Achat vérifié,Très bon produit et des livreurs d Amazon au Top . Ils prennent vraiment soin des colis pas quand les livreurs de  DPD qui mon livré une télé cassé le lundi.,,/gp/customer-reviews/R1JXOEXARGACHX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Produit conforme néanmoins si je pouvais prendre plus grand ça aurait été idéal.,25-mars-2022,France,Achat vérifié,Prendre plus grand que 34  si vous avez un espace niche de 105 cm,,/gp/customer-reviews/R38KOYP6AXIBYP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles",Qualité de l'image,30-juillet-2021,France,Achat vérifié,Très bon rapport qualité prix,,/gp/customer-reviews/R3H26JVVDJ0O4O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles","Rapport prix, qualité, très bon choix.",11-mai-2021,France,Achat vérifié,En deuxième tv  dans la cuisine.  Bonne qualité d'image et son puissant. 👌,,/gp/customer-reviews/R30PJ0DWEDNG87/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Bon qualité prix,6-mai-2021,France,Achat vérifié,Très bon produit. Bonne qualité de l'image. Je conseille,,/gp/customer-reviews/R2B76XMCMHLRR0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Parfait pour le moment,25-novembre-2021,France,Achat vérifié,Parfait pour le moment a voir si tiens dans la durée,,/gp/customer-reviews/RCCPZIVJYTCHR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Parfait,22-novembre-2021,France,Achat vérifié,Parfait,,/gp/customer-reviews/R1VERWF429CER7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Top,22-janvier-2022,France,Achat vérifié,"Ravie, pour le moment reçu aujourd'hui , livraison rapide .",,/gp/customer-reviews/R2CZ10YNGYE670/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"3,0 sur 5 étoiles",vidéo,24-février-2021,France,Achat vérifié,"Bonjour il ne lit pas toutes les vidéo ,j'ai voulut regarder plusieurs vidéo en HDTV et sa ne fonctionne pas ,comment je doit faire pour que sa fonctionne ?svp.",,/gp/customer-reviews/R3UPL1Q4QQRCZD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"1,0 sur 5 étoiles",Défectueuse,16-mars-2022,France,Achat vérifié,Même pas 30 min d’utilisation que je doit déjà la renvoyer… défectueuse qualité pas fou bref je ne recommande pas !,Une personne a trouvé cela utile,/gp/customer-reviews/R2UN28C7S7VWL8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Tele ne s allume plus,11-octobre-2021,France,Achat vérifié,Bonjour ma tele ne s allume plus .qui dois je apeler car le service depannage est international une personne vous parle en anglais,,/gp/customer-reviews/RSYL3OVEV91MG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",très bon appareil,7-août-2021,France,Achat vérifié,Que dire il fonctionne bien et l'image est bonne,,/gp/customer-reviews/R2DW7ZGRAX3AU0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Très satisfait,25-novembre-2021,France,Achat vérifié, Très satisfait de mon produit en espérant que cela dure,Une personne a trouvé cela utile,/gp/customer-reviews/R30OR82JS46TRC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles","Très bel article, de haute qualité à un prix raisonnable.",16-novembre-2021,France,Achat vérifié,"Les caractéristiques déclinés correspondent à la qualité d'image retrouvée, doté d'une qualité de son raisonnable.",Une personne a trouvé cela utile,/gp/customer-reviews/R1I6LZKTN0T5YM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"3,0 sur 5 étoiles",Bon rapport qualité prix.,11-décembre-2021,France,Achat vérifié,La qualité du son est moyenne.,,/gp/customer-reviews/R3OLMRESJ0IR8J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",tv,25-juillet-2021,France,Achat vérifié,pour regarder la télé!,,/gp/customer-reviews/R3MCPL31Y0AT0E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Excellent rapport qualité-prix.,15-avril-2021,France,Achat vérifié,Ce téléviseur me sert de moniteur pour ma tour PC et nous sert autant pour jouer que pour regarder dessus Netflix. Excellent rapport qualité-prix !,,/gp/customer-reviews/R3RUS0XV3QRVF7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles",bon rapport qualité prix,14-février-2022,France,Achat vérifié,bon rapport qualité prix,,/gp/customer-reviews/R6LPVH8TMAVOM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles",Pas d'image,24-février-2021,France,Achat vérifié,L'article a l'air bien mais jt dégouté de voir que quand c'est arrivé il y avait le son mais pas d'image je donne 4 étoile car elle était bien ambale et tous,,/gp/customer-reviews/R12E1RZUIU2IIK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Top,6-mars-2022,France,Achat vérifié,Livré via un livreur tard pro. Très bonne état du colis.,,/gp/customer-reviews/RSZ8ASCG2XULK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles",O top,25-avril-2021,France,Achat vérifié,O top pas déçu de mon achat,Une personne a trouvé cela utile,/gp/customer-reviews/RSW45T64828DG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Belle télé,2-décembre-2021,France,Achat vérifié,Superbe télé belle image et bon son,,/gp/customer-reviews/R1LA8V4A97MTIG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"3,0 sur 5 étoiles",Le son et nul,23-juillet-2021,France,Achat vérifié,Le son et vraiment nul,,/gp/customer-reviews/R32JUPNBUZYWRY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"2,0 sur 5 étoiles",A été hors service rapidement,27-mai-2021,France,Achat vérifié,Conforme à la livraison mais HS 5 jours après !,,/gp/customer-reviews/R3LE12D8I9YCV1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles",C’est pas tout à fait exact,29-mai-2021,France,Achat vérifié,Le seul inconvénient c’est au niveau des pixels ne sont pas assez bon dans l’ensemble il fonctionne parfaitement bien,,/gp/customer-reviews/R137POBIOZYEX1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"3,0 sur 5 étoiles",Bof,20-novembre-2021,France,Achat vérifié,Bon rapport qualité prix mais la qualité du son est très mauvaise.,,/gp/customer-reviews/R21MPGPAJLQNEA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"1,0 sur 5 étoiles",Images super mets le son faire la voir j'achèterai plus ce produit,22-septembre-2021,France,Achat vérifié,L'image super mais ils sont oublié laisse en mauvaise qualité jeune achèterai plus cette marque,,/gp/customer-reviews/R22985QB4FBA0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Dimension écran et alimentation 12 volts,13-juin-2021,France,Achat vérifié,Parfait pour une utilisation en camping car,,/gp/customer-reviews/R1PHVG5WW67XKD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Superbe tv,13-mai-2021,France,Achat vérifié,Bonne tv bon rapport qualité prix et je recommande,,/gp/customer-reviews/R1WCEQUX7K0T6O/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Excellent produit et surtout le vendeur !,22-juillet-2021,France,Achat vérifié,"SAV de super qualité, j’ai eu un petit souci et le vendeur a tout fait pour me proposer une solution…",,/gp/customer-reviews/R2B3W3M9YX7EUZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"4,0 sur 5 étoiles","très bien emballé, qualité d'image conforme à mes attentes",18-avril-2021,France,Achat vérifié,produit conforme,,/gp/customer-reviews/RCFR208QZUP72/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"1,0 sur 5 étoiles",Kdkdkd,29-octobre-2020,France,Achat vérifié,Arrivé le 21 octobre et elle ne fonctionne déjà plus.,Une personne a trouvé cela utile,/gp/customer-reviews/R2QSB9B0GIRDMI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"1,0 sur 5 étoiles",Pas De Hdr,6-mai-2021,France,Achat vérifié,Seul télé 4k incompatible hdr pour les console !,,/gp/customer-reviews/R2JS71VCSIWE6J/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"3,0 sur 5 étoiles","ne vaut pas le prix demandé, peut-être la moitié !",5-février-2021,France,Achat vérifié,Pas à conseiller,,/gp/customer-reviews/R1JUSP93UQS55K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Je suis très content,14-février-2022,France,Achat vérifié,"Une belle télé 📺, je commande.",Une personne a trouvé cela utile,/gp/customer-reviews/RH5G4VSKMMCV1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Rien à signaler,11-mars-2022,France,Achat vérifié,Qualité au top pour le prix!!!,,/gp/customer-reviews/R3SG7RA828KEK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles","Le produit correspondant à mes attentes, livraison rapide et soigné. Rien à dire",20-janvier-2022,France,Achat vérifié,Qualité de l'image très bonne,,/gp/customer-reviews/R2OMGMQOZQ5TCW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
B09D8L99FM,"5,0 sur 5 étoiles",Magnifique smart TV,30-avril-2022,France,Achat vérifié,Magnifique smart TV rapport qualité-prix 👍,,/gp/customer-reviews/R2QJY3AUNVSCQF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B09D8L99FM
